Name;Einwohner;Arbeitsstätten;Beschäftigte;Alter;Einkommen;Erbwerbstätige (15-64);Grundstückspreise;Anzahl an Ehepaaren;Anzahl der Kinder
Markersdorf-Haindorf;2087;139;505;42.06;41.006;1059;49.1;440;1.67
Natters;2087;184;842;45.22;45.881;1049;596.9;418;1.63
Bad Vigaun;2089;166;711;42.21;40.548;1143;405.7;434;1.64
Wilfersdorf;2092;143;584;44.59;41.544;1112;74.6;482;1.58
Engelhartstetten;2093;232;674;43.85;41.559;1010;57.5;441;1.59
Lofer;2093;252;940;44.28;35.045;982;190.8;410;1.72
Marz;2095;150;730;44.3;42.267;987;50.9;512;1.57
Großwilfersdorf;2096;237;1232;44.6;41.152;1067;17.6;414;1.55
St. Martin im Innkreis;2099;158;2076;39.53;37.370;1129;62.7;430;1.69
Reißeck;2101;136;645;47.38;41.214;915;37.5;475;1.57
Eidenberg;2101;205;398;42;43.394;1200;90.2;460;1.72
Sommerein;2103;134;925;43.51;45.871;1030;72.5;441;1.55
Niederneukirchen;2107;195;505;42.61;49.293;1162;176.3;484;1.57
Matzendorf-Hölles;2108;164;367;45.52;46.692;1018;112.2;470;1.52
Tarsdorf;2113;157;876;43.78;36.536;1114;73.2;470;1.63
Strengberg;2117;209;567;41.99;40.047;1109;59.1;472;1.71
Mitterdorf an der Raab;2118;196;436;43;40.483;1135;45.7;451;1.59
Großhöflein;2122;181;611;44.11;47.262;1055;156.3;455;1.55
Rohrendorf bei Krems;2125;195;583;42.68;44.219;1065;95.8;472;1.67
Hartl;2127;228;970;43.05;34.420;1165;17.3;466;1.62
Podersdorf am See;2128;315;865;47.96;46.220;1031;98.8;441;1.47
St. Egyden am Steinfeld;2128;133;417;42.26;45.004;973;80;398;1.6
Gedersdorf;2131;145;749;45.57;40.988;1143;42.1;527;1.64
Sankt Radegund bei Graz;2132;210;698;45.95;47.434;1088;88.1;440;1.62
Oftering;2134;166;824;42.02;47.596;1105;157.3;446;1.65
Schönau an der Triesting;2137;129;678;42.69;46.024;1114;158.8;434;1.61
Neustadtl an der Donau;2143;219;551;41.63;38.162;1146;46.6;475;1.81
Sitzendorf an der Schmida;2143;220;551;46.3;39.775;1067;21.1;485;1.65
Rudersdorf;2144;177;876;47.13;39.183;1066;28.4;443;1.48
Scheifling;2144;195;983;44.54;38.853;1045;48.6;427;1.59
Wiesing;2144;166;626;42.69;41.230;1155;293.6;440;1.62
St. Agatha;2145;187;509;42;40.116;1216;37.9;459;1.73
Götzendorf an der Leitha;2147;140;469;43.47;44.556;1045;101.5;451;1.68
Fritzens;2148;127;555;42.33;45.090;1183;315.9;463;1.64
Unterweißenbach;2149;232;1147;43.83;36.501;1107;30.5;467;1.78
Ilztal;2150;227;644;43.97;37.040;1166;20.4;459;1.54
Maria-Lanzendorf;2156;144;1372;45.3;45.840;993;305.1;440;1.6
Persenbeug-Gottsdorf;2156;154;761;44.31;39.816;1156;42.8;451;1.54
Nassereith;2156;138;545;43.85;38.494;1025;110.2;447;1.65
Buch-St. Magdalena;2157;164;455;44.34;37.347;1098;21.7;472;1.55
Kefermarkt;2158;181;770;41.91;41.656;1115;93.4;482;1.7
Sipbachzell;2158;204;878;39.71;44.139;1073;149.5;449;1.73
Stans;2159;147;1180;41.88;43.761;1150;359.5;458;1.58
Röthis;2159;179;1216;42.99;42.618;1022;480.3;403;1.6
Obervellach;2168;232;806;46.04;40.528;955;37.5;397;1.56
Achenkirch;2169;220;1043;46.02;37.501;1106;223;435;1.6
Weiler;2171;161;819;40.69;43.590;1090;527.4;443;1.77
Tschagguns;2172;162;467;44.39;42.271;1044;224.2;447;1.59
Orth an der Donau;2173;186;1396;45.41;43.138;967;132.3;392;1.6
Karlstetten;2177;172;626;43.77;41.875;1131;75.1;492;1.61
Allhartsberg;2180;175;727;40.67;41.188;1124;47.1;462;1.78
Sankt Johann in der Haide;2184;186;1109;44.54;36.292;1117;23.8;405;1.56
Hartberg Umgebung;2185;234;937;42.94;39.612;1142;41;479;1.64
Kirchschlag bei Linz;2187;203;709;42.93;45.826;1161;111.8;482;1.75
Bad Bleiberg;2190;126;517;48.82;38.746;961;48.4;471;1.53
Unterweitersdorf;2190;169;770;41.67;44.844;1177;121.9;486;1.57
Aschach an der Donau;2191;162;928;43.3;42.663;1061;98.6;470;1.73
Litschau;2192;218;788;51.16;37.606;955;22;419;1.56
Lebring-Sankt Margarethen;2193;216;1818;44.01;40.457;1103;56.8;449;1.53
Feistritz ob Bleiburg;2194;144;2613;42.62;39.917;1037;25.3;411;1.67
Wallsee-Sindelburg;2194;187;633;43.37;41.961;1027;73.2;463;1.76
Kirchstetten;2194;149;553;44.53;43.102;1079;61.4;427;1.62
Rüstorf;2196;123;540;42.05;40.722;1093;71;473;1.68
Maria Alm am Steinernen Meer;2196;343;954;41.07;35.652;1028;397.8;423;1.7
Stubenberg;2196;251;914;47.13;37.549;1102;29.1;443;1.54
Mooskirchen;2198;203;624;44.79;42.171;1129;51.3;438;1.62
Techelsberg am Wörther See;2201;184;470;45.76;41.717;1077;75.9;411;1.54
Haag am Hausruck;2201;228;1753;42.1;41.284;1174;59.6;450;1.67
Großdietmanns;2205;166;350;45.49;36.488;1121;18.8;516;1.55
Lohnsburg am Kobernaußerwald;2211;210;776;43.28;36.661;1165;29.3;452;1.62
Mortantsch;2213;135;259;41.64;41.570;1139;84.4;494;1.7
Mönchhof;2214;273;840;46.05;42.194;1150;69.5;482;1.52
Virgen;2215;140;381;40.72;36.493;1085;93.1;424;1.76
Thüringen;2215;148;1248;41.71;41.891;1145;324.9;462;1.72
St. Gallenkirch;2216;202;669;45.74;41.722;997;232.9;439;1.63
Schwadorf;2220;152;7073;40.9;42.539;1148;168.6;441;1.67
Terfens;2222;185;1056;40.46;40.917;1203;224.3;443;1.68
Großebersdorf;2226;245;959;47.45;45.594;1083;134.5;504;1.63
Mörbisch am See;2228;221;557;47.84;39.711;992;88.8;520;1.53
Absdorf;2229;160;599;41.61;42.737;1143;61.2;417;1.63
Annaberg-Lungötz;2229;223;864;43.04;37.508;1111;204.9;491;1.78
Eisenkappel-Vellach;2230;205;599;48.25;36.224;960;20.6;400;1.54
Mutters;2230;215;655;42.65;45.916;1156;442.9;462;1.63
Thörl;2233;219;840;48.58;40.105;1032;31.6;485;1.5
Großrußbach;2234;179;439;43.56;42.695;1113;79.8;476;1.71
Kirchham;2238;203;819;40.99;41.524;1218;93.4;451;1.76
Waldneukirchen;2238;215;1216;41.86;41.695;1173;87.6;472;1.75
Spital am Pyhrn;2247;201;1370;43.01;35.747;1149;49.7;440;1.65
Dürnkrut;2250;126;493;45.01;42.930;1039;32.2;472;1.58
Albersdorf-Prebuch;2250;187;1838;40.93;40.717;1148;68.8;471;1.64
Sistrans;2250;183;442;43.12;50.232;1093;569.1;451;1.69
Grafenbach-St. Valentin;2254;123;305;45.03;42.573;1056;72.7;479;1.57
Sarleinsbach;2256;229;1724;41.88;37.692;1235;42.7;482;1.76
Bad Sauerbrunn;2262;194;829;45.57;44.590;1016;132.6;410;1.6
Großklein;2264;242;707;44.84;35.928;1129;33.8;458;1.56
Andau;2265;224;761;49.5;38.080;1053;45.2;545;1.44
Zeiselmauer-Wolfpassing;2265;178;487;45.42;50.515;1087;126.3;470;1.68
Asperhofen;2266;221;603;42.06;41.864;1203;72.3;466;1.66
Raab;2266;214;846;43.5;37.093;1162;25.9;454;1.62
Hohenzell;2270;238;1128;42.46;44.312;1164;92.7;515;1.73
Waldzell;2270;194;655;41.83;36.497;1163;31.6;440;1.68
Scharten;2274;179;479;42.33;44.581;1163;106.6;484;1.68
Weistrach;2278;203;663;41.82;41.429;1215;59.8;503;1.79
Neukirchen an der Enknach;2278;188;606;42.05;39.085;1192;52;457;1.64
Zurndorf;2280;222;524;45.34;41.292;1004;73.8;495;1.55
Biberbach;2284;158;479;40.77;39.856;1272;50.2;468;1.78
Bad Kreuzen;2284;232;802;41.75;36.498;1188;36.8;470;1.87
Ernsthofen;2286;163;431;42.94;44.563;1207;73.9;498;1.77
Judenau-Baumgarten;2287;170;684;42.43;44.521;1159;142.2;520;1.59
Nötsch im Gailtal;2291;204;523;45.88;41.850;1079;48.4;494;1.49
Nußbach;2292;211;1394;41.76;41.827;1246;75.8;506;1.7
Ruprechtshofen;2295;219;884;42.28;36.497;1288;36.9;485;1.68
Natternbach;2296;195;724;43.14;37.428;1217;42.9;517;1.71
Himmelberg;2297;238;568;44.85;36.994;1136;47.9;473;1.6
Ladendorf;2301;169;394;44.59;42.207;1166;47.4;511;1.65
Dölsach;2303;172;611;44.01;37.587;1200;121;448;1.6
Steinakirchen am Forst;2304;256;722;41.35;38.603;1177;42.7;473;1.75
Schwarzautal;2306;288;1635;44.99;36.661;1212;33.4;518;1.52
Krumbach;2311;267;208;43.61;39.592;1196;51;500;1.82
Aschach an der Steyr;2312;187;443;42.33;48.579;1231;81;522;1.73
Hofstätten an der Raab;2313;222;1356;41.63;39.852;1237;60.3;467;1.64
Pfarrkirchen bei Bad Hall;2316;139;451;42.8;43.564;1189;122.5;519;1.65
Altenfelden;2318;199;1009;41.25;40.493;1208;47.6;479;1.69
Sankt Nikolai im Sausal;2332;212;601;45.34;40.698;1149;42.6;444;1.53
Oberndorf in Tirol;2334;268;1269;44.9;38.652;1095;791.2;429;1.58
St. Marienkirchen an der Polsenz;2335;200;499;43.05;40.647;1298;77.9;513;1.62
Oetz;2335;232;1022;43.47;37.764;1159;146.5;497;1.63
Peggau;2338;152;1394;43.83;38.418;1080;89.8;411;1.54
Sankt Peter-Freienstein;2338;134;911;46.44;45.558;1114;60.1;501;1.55
Obritzberg-Rust;2339;264;691;43.37;41.132;1209;62;499;1.74
Neuberg an der Mürz;2346;224;606;50.05;40.167;1053;35.9;528;1.54
Mehrnbach;2348;164;1193;44.65;39.094;1225;82.3;509;1.62
Meiningen;2348;148;600;39.95;38.803;1212;382.2;449;1.74
Hellmonsödt;2349;200;649;45.02;46.702;1209;140.8;468;1.57
Edt bei Lambach;2351;204;1585;42.25;44.013;1208;96;498;1.61
Schattendorf;2354;145;422;45.66;43.603;1168;66.1;546;1.54
St. Anton am Arlberg;2357;434;1248;45.45;42.735;942;638.8;446;1.55
Windischgarsten;2360;239;1097;47.53;39.593;1178;122.5;464;1.58
Hagenbrunn;2363;348;2096;42.73;55.488;1183;322.6;446;1.58
Niklasdorf;2365;187;1277;47.11;39.554;1134;60.1;476;1.45
Sankt Anna am Aigen;2367;258;671;46.43;35.855;1236;15.9;506;1.54
Fels am Wagram;2368;191;568;43.01;42.380;1294;95.2;489;1.56
Bartholomäberg;2368;138;400;42.37;43.918;1200;240.5;506;1.81
Gießhübl;2375;288;542;43.33;76.668;1108;582.9;505;1.71
Illmitz;2377;336;1025;49.03;42.720;1181;67.7;557;1.49
Sitzenberg-Reidling;2378;169;784;43.53;41.978;1109;85;429;1.59
Steinhaus;2383;237;2110;42.04;50.106;1156;164.4;498;1.67
Mettmach;2384;199;668;42.4;37.475;1274;35.6;453;1.65
Thal;2385;161;378;45.22;49.456;1084;128;498;1.57
Wullersdorf;2386;228;590;44.56;38.928;1156;18.4;515;1.55
Mariapfarr;2389;236;724;45.14;37.882;1133;78.9;476;1.76
Dunkelsteinerwald;2399;217;470;43.33;39.028;1317;42.8;535;1.67
Feistritztal;2402;212;720;44.31;37.561;1259;21.5;490;1.57
Pernegg an der Mur;2408;174;512;46.54;42.693;1148;48.5;522;1.52
Taiskirchen im Innkreis;2413;193;548;42.18;38.115;1247;30.4;513;1.77
Nußdorf am Haunsberg;2417;222;815;41.22;40.750;1318;200;524;1.67
Pöndorf;2418;198;654;41.7;37.954;1311;58.8;506;1.71
Leutasch;2419;297;798;45.48;36.707;1126;231.4;458;1.59
Pöggstall;2421;284;1112;45.3;38.300;1207;31.1;536;1.73
Keutschach am See;2423;234;516;47.25;44.653;1149;100.9;464;1.48
Zellerndorf;2424;202;565;46.2;41.393;1169;12.5;537;1.6
St. Peter am Hart;2427;158;675;43.43;41.624;1168;88.6;513;1.62
Langenrohr;2430;219;1037;42.16;43.674;1248;149.3;517;1.68
Steinerkirchen an der Traun;2435;249;735;42.16;42.371;1267;88.2;507;1.76
Kirchberg am Wechsel;2441;260;953;44.4;40.455;1216;61;499;1.71
Bludesch;2444;152;861;39.35;42.534;1241;324.9;481;1.72
Rietz;2450;141;758;41.02;38.560;1247;128.2;486;1.61
Oberschützen;2452;226;811;45;41.208;1095;23.9;512;1.67
Werndorf;2453;153;1897;41.76;40.554;1243;88.6;498;1.53
Schardenberg;2454;198;653;42.32;35.426;1120;36.4;502;1.73
Aflenz;2454;228;827;48.02;45.064;1131;49;517;1.52
Spillern;2455;166;580;42.33;45.651;1187;229.6;480;1.61
Fraham;2456;202;1139;42.17;42.880;1312;108.1;544;1.64
Haus;2458;283;1128;43.71;37.412;1193;134.9;469;1.67
Krottendorf-Gaisfeld;2459;198;631;44.94;41.427;1262;53.4;517;1.53
Thannhausen;2475;208;519;43.18;39.504;1263;46;554;1.61
Pernitz;2476;455;1570;45.13;40.048;1097;55.6;460;1.64
Neuhofen im Innkreis;2484;163;420;43.25;42.505;1335;96.7;541;1.61
Kirchberg-Thening;2485;183;501;44.93;50.104;1228;271;572;1.58
Feistritz im Rosental;2494;212;860;46.96;40.901;1073;44.2;493;1.57
Weerberg;2495;186;406;40.63;39.849;1379;262.8;567;1.65
Kallham;2497;210;696;46.07;39.678;1260;41.6;534;1.67
Langenstein;2499;159;656;43.59;42.979;1305;127.9;524;1.62
Wölbling;2503;212;726;43.57;39.407;1313;62;520;1.65
Schlins;2509;186;1049;39.75;42.025;1190;275.6;477;1.77
Pfarrwerfen;2511;256;747;40.65;39.666;1284;151.8;523;1.68
Ehrenhausen an der Weinstraße;2512;233;905;44.46;38.588;1243;47.5;505;1.54
Rabenstein an der Pielach;2514;217;564;42.58;38.863;1389;69.1;483;1.59
Ludersdorf-Wilfersdorf;2515;229;942;41.1;41.137;1357;55.8;464;1.56
Frantschach-St. Gertraud;2516;248;1679;46.7;38.729;1164;49.9;509;1.56
St. Lorenz;2521;299;892;41.79;45.487;1328;516.3;502;1.71
Pirching am Traubenberg;2522;194;576;43.7;38.348;1397;35.3;565;1.57
Kirchbach;2524;248;676;46.81;35.733;1164;36.5;516;1.65
Weiden am See;2527;285;764;45.6;49.972;1224;170.9;540;1.48
Kappl;2529;215;732;42.2;38.348;1140;143.6;635;1.77
Alpbach;2538;249;901;43.75;36.404;1291;351.8;511;1.8
Mauerkirchen;2539;137;981;43.49;36.356;1251;53.5;451;1.62
Gmünd in Kärnten;2541;244;1126;45.65;37.032;1157;47.2;485;1.53
Eggelsberg;2544;230;2585;42.59;38.833;1340;83.6;466;1.58
Münzkirchen;2547;206;892;42.4;36.653;1346;30.2;540;1.67
Haslach an der Mühl;2548;205;1039;45.47;39.242;1200;26.3;522;1.69
Eben im Pongau;2551;250;1059;39.57;38.245;1228;225.7;542;1.77
Radfeld;2551;172;1261;40.4;38.465;1366;341.1;473;1.7
Pölstal;2556;322;938;48.29;36.966;1270;22;505;1.61
Goldegg;2558;228;595;41.81;42.768;1370;207.7;538;1.67
Schwoich;2562;253;1062;42.3;39.405;1326;328.7;548;1.67
Hirtenberg;2565;133;1079;42.75;39.506;1057;170.5;443;1.67
Silz;2570;240;930;43.05;39.652;1255;148.5;497;1.68
Reichenau an der Rax;2573;269;1331;48.71;41.194;1093;51.9;508;1.54
Königstetten;2576;256;548;41;48.518;1314;184.3;533;1.61
Paudorf;2577;165;498;45.15;43.888;1254;62.6;562;1.62
Bad Wimsbach-Neydharting;2577;226;1061;42.05;41.337;1393;81.8;533;1.68
Kilb;2580;267;915;42.48;38.576;1374;37.7;541;1.77
Neukirchen am Großvenediger;2580;302;1042;43.26;36.507;1297;149.2;542;1.53
Gralla;2580;214;1135;39.63;38.796;1374;79.3;429;1.53
Pfunds;2585;186;839;42.06;35.701;1185;154.4;547;1.67
Ehrwald;2593;284;1016;48.52;37.955;1137;221.8;512;1.48
Buch in Tirol;2596;183;608;43.23;41.753;1393;293.6;568;1.63
Sulz;2597;218;1105;41.97;41.988;1400;480.3;542;1.73
Aspach;2604;259;1048;41.02;36.815;1452;37.7;492;1.69
Alland;2606;289;948;45.45;45.869;1295;167.8;506;1.54
Andelsbuch;2611;273;1181;38.47;40.577;1324;239.1;489;1.97
Landl;2618;286;974;50.46;38.766;1205;28.5;562;1.47
Friedberg;2623;256;845;44.46;38.389;1280;25.9;549;1.62
Weitra;2629;295;1326;47.73;38.600;1240;24;570;1.65
Maria Rain;2631;203;392;43.48;46.395;1289;85.6;528;1.57
Ulrichskirchen-Schleinbach;2631;148;328;45.22;44.869;1352;130.6;562;1.53
Raabs an der Thaya;2631;361;1265;50.34;38.439;1162;13.6;549;1.66
Rohrbach bei Mattersburg;2633;174;550;45.79;40.041;1274;55.2;623;1.54
Lilienfeld;2635;248;2495;45.48;41.056;1238;78.9;499;1.63
Brixen im Thale;2636;278;878;44.93;37.394;1340;497.9;509;1.58
Neukirchen an der Vöckla;2640;202;857;42.44;41.753;1353;56.9;554;1.75
Großgmain;2640;233;958;44.85;46.824;1261;360;482;1.57
Rohrbach an der Lafnitz;2643;233;1011;45.71;37.191;1347;20.3;594;1.55
Schiefling am Wörthersee;2647;227;467;44.95;40.888;1217;61.8;540;1.55
Vitis;2649;264;1294;43.9;36.568;1378;17.5;578;1.74
Sankt Margarethen bei Knittelfeld;2651;224;615;46.46;42.138;1357;44.4;596;1.53
Köstendorf;2659;223;1158;42.2;42.176;1418;184.9;530;1.69
Lurnfeld;2664;231;885;45.84;41.445;1228;56.5;518;1.54
Nestelbach bei Graz;2667;258;712;44.7;43.848;1396;64.3;544;1.56
St. Pantaleon-Erla;2668;161;817;42.67;43.033;1438;77.6;587;1.65
Kematen an der Ybbs;2670;157;1708;43.68;38.157;1265;50.2;534;1.7
Vorderweißenbach;2670;208;744;41.12;39.423;1438;40;585;1.84
Großraming;2671;220;1153;43.84;42.326;1309;59.8;594;1.8
Herzogsdorf;2675;245;607;41.13;41.343;1485;46.9;537;1.7
Puchberg am Schneeberg;2678;306;945;48.87;39.440;1205;64.3;530;1.59
Sankt Margarethen im Burgenland;2683;222;843;47.48;42.519;1337;89.2;590;1.5
Euratsfeld;2686;219;619;39.84;37.981;1468;61.6;585;1.88
Stegersbach;2688;281;1706;45.96;40.796;1222;20.8;497;1.56
Sattledt;2690;273;3991;40.91;41.122;1479;135;553;1.71
Wiesen;2697;174;436;46.02;43.276;1266;71.2;614;1.53
Hofstetten-Grünau;2702;234;657;41.94;40.289;1418;78.9;557;1.68
Groß-Siegharts;2710;225;1279;47.07;35.880;1212;14.1;505;1.61
Aigen im Ennstal;2710;228;811;44.32;39.452;1354;63.2;535;1.64
Taxenbach;2711;254;701;42.19;36.743;1396;141.1;547;1.72
Satteins;2723;184;802;42.41;42.816;1382;375.6;551;1.77
Blindenmarkt;2724;159;656;40.97;38.716;1372;55.7;544;1.69
Lichtenwörth;2736;208;912;45.21;40.248;1312;108.7;593;1.61
Weinitzen;2739;214;879;45.08;48.885;1225;106.9;553;1.6
Vandans;2740;138;1017;43.22;45.134;1259;240.2;579;1.62
Brückl;2742;219;918;45.38;39.633;1269;38.3;541;1.5
Burgkirchen;2743;230;784;41.98;39.035;1437;50.1;540;1.6
Maria Lankowitz;2751;284;674;47.72;40.977;1416;51.3;508;1.45
Gutau;2752;240;693;43.23;41.395;1470;48.3;582;1.69
Hohenau an der March;2757;181;637;46.38;41.454;1113;35.9;572;1.68
Aldrans;2761;240;651;41.35;45.640;1407;569.1;469;1.67
Niedernsill;2767;220;594;41.23;37.630;1419;226.9;566;1.7
Reith im Alpbachtal;2769;286;1033;41.85;40.226;1443;351.8;535;1.67
Gleinstätten;2773;280;1219;44.23;37.495;1506;34.6;532;1.56
Tarrenz;2777;182;535;41.8;37.161;1428;118.2;596;1.64
Matzen-Raggendorf;2785;154;453;43.16;43.339;1290;70.5;626;1.62
Lichtenberg;2787;252;593;43.41;54.563;1391;212.2;631;1.67
Ramsau am Dachstein;2792;401;988;44.48;36.764;1302;235.2;547;1.65
Stainach-Pürgg;2793;221;1809;46.63;36.749;1343;63.2;526;1.59
Laßnitzhöhe;2794;256;1224;45.91;44.960;1409;77.5;516;1.55
Hagenberg im Mühlkreis;2795;248;1303;41.3;44.993;1505;116.4;585;1.62
Forchtenstein;2800;180;543;45.92;43.187;1353;54.2;677;1.57
Sankt Marein im Mürztal;2804;195;890;44.42;41.673;1302;99.3;548;1.56
Gallspach;2809;175;624;43.15;38.156;1336;64.3;525;1.73
Kirchschlag in der Buckligen Welt;2820;345;1272;45.54;40.382;1397;41.3;622;1.68
Eberstalzell;2820;256;1384;39.86;39.905;1478;109.3;534;1.73
Niederndorf;2820;208;940;42.16;38.515;1441;212.4;581;1.66
Kainbach bei Graz;2821;216;1566;46.36;51.969;1135;150;507;1.66
Saalbach-Hinterglemm;2827;590;1819;43.51;38.413;1289;405.2;504;1.5
Lasberg;2832;230;779;43.63;39.889;1468;67.1;614;1.75
Heiligenkreuz am Waasen;2833;251;796;43.64;40.823;1489;53.7;552;1.54
St. Wolfgang im Salzkammergut;2835;358;1286;44.1;36.293;1437;164.6;564;1.73
Waldhausen im Strudengau;2844;228;696;41.94;36.350;1490;45.2;681;1.79
Ulrichsberg;2846;224;1239;45.71;36.522;1444;20.2;601;1.64
Ried im Traunkreis;2849;286;1397;41.59;38.426;1444;105.8;533;1.71
Esternberg;2850;196;633;45.25;35.163;1491;26.2;593;1.69
Frauenkirchen;2854;398;1870;47.86;39.767;1406;69.5;562;1.51
Pörtschach am Wörther See;2860;339;1188;47.84;49.861;1205;185.6;537;1.54
Ellmau;2866;394;1516;44.09;35.538;1335;728.7;531;1.6
Lavamünd;2871;305;741;46.11;38.037;1371;18.7;595;1.57
Pitten;2872;187;871;43.73;42.919;1291;81.2;544;1.65
Lochen am See;2872;261;844;40.7;41.046;1566;125;602;1.66
Gschwandt;2880;235;904;41.51;43.212;1496;137.8;602;1.73
Bad Häring;2882;172;1016;42.1;45.056;1416;300.9;559;1.6
Schlierbach;2886;295;1171;41.55;41.502;1553;101.7;599;1.74
Pottenstein;2889;201;861;44.19;40.941;1394;129.8;590;1.59
Laxenburg;2890;291;2209;46.75;57.350;1327;475.1;528;1.56
Leopoldsdorf im Marchfelde;2893;220;948;42.82;43.778;1403;144.4;611;1.66
Wienerwald;2893;297;594;44.21;52.233;1446;215.7;599;1.62
Purbach am Neusiedler See;2899;255;861;46.43;45.520;1482;100.2;623;1.52
Grein;2905;269;1322;44.64;38.572;1405;101.3;608;1.64
St. Oswald bei Freistadt;2910;198;726;40.68;38.215;1577;64.7;638;1.76
Pichl bei Wels;2912;256;1036;41.85;42.602;1571;95.2;625;1.72
Sankt Peter am Ottersbach;2917;307;1746;45.76;34.614;1553;13.1;593;1.55
Tullnerbach;2923;279;773;44.05;56.805;1308;186.7;592;1.69
Flachau;2924;449;1624;40.16;39.134;1453;299.7;601;1.73
St. Georgen am Ybbsfelde;2926;288;1033;41.19;40.208;1527;66.7;631;1.73
Steinbrunn;2932;163;428;43.25;47.873;1283;100.2;564;1.61
Weißenstein;2932;205;1121;45.98;43.833;1378;46.5;650;1.52
Bad Zell;2934;306;1194;42.01;38.754;1553;66.1;630;1.71
Rechnitz;2937;198;852;47.81;38.250;1284;15;597;1.54
Taufkirchen an der Pram;2940;240;1531;43.19;36.272;1450;24.6;640;1.64
Pöls-Oberkurzheim;2944;234;1199;48.01;40.840;1388;36.9;615;1.55
Oberwölz;2950;340;850;45.88;40.762;1445;48.6;584;1.61
Mitterndorf an der Fischa;2951;131;275;38.24;42.690;1475;133.9;561;1.63
Lassee;2952;281;914;42.56;40.334;1442;112.9;574;1.63
Markt Hartmannsdorf;2952;349;939;43.19;38.057;1533;20.7;620;1.6
Sölden;2955;697;3584;42.55;37.800;1597;357.4;527;1.64
Gampern;2961;224;1655;40.8;43.793;1576;75.1;643;1.69
Prambachkirchen;2962;216;1196;41.9;40.906;1552;56.5;628;1.69
Furth bei Göttweig;2964;324;867;44.41;45.184;1489;99.3;630;1.63
Rainbach im Mühlkreis;2965;229;903;42.75;38.965;1480;41.7;640;1.73
Wartberg an der Krems;2972;318;1991;42.31;40.295;1624;80.9;658;1.71
Gaming;2974;323;1388;47.5;40.218;1431;48;661;1.56
Kematen an der Krems;2975;241;836;39.62;44.577;1555;130.1;601;1.75
Stattegg;2982;292;491;44.75;54.304;1430;189.6;625;1.58
Marchegg;2988;209;548;44.31;39.899;1255;67.2;605;1.71
Oberndorf an der Melk;2993;278;826;41.19;35.645;1570;44.2;653;1.76
Frauental an der Laßnitz;2994;321;1752;43.93;41.052;1441;44;582;1.48
Pöttsching;2996;238;991;45.83;44.511;1450;91.9;629;1.58
Grafenstein;2999;283;949;43.22;40.218;1452;54.5;585;1.55
Neuhofen an der Ybbs;3000;275;784;39.7;40.437;1579;51.3;646;1.83
Kaindorf;3001;309;1281;43.23;35.067;1504;29.1;596;1.58
Trautmannsdorf an der Leitha;3005;272;655;44.81;44.121;1463;104.7;633;1.52
Maria-Anzbach;3009;273;765;46.03;50.151;1446;107.1;610;1.61
Kematen in Tirol;3014;242;2186;41.07;41.600;1640;573.6;561;1.58
Rauris;3019;306;900;42.29;36.822;1493;147.5;633;1.67
Tulbing;3026;244;523;46.29;49.301;1435;179;653;1.59
Werfen;3028;264;1249;42.78;38.725;1550;151.8;623;1.6
Schlüßlberg;3031;238;1296;43.17;38.955;1565;81.7;649;1.7
Sankt Georgen bei Salzburg;3031;241;916;41.7;40.202;1619;149.8;639;1.69
Uttendorf;3031;282;1071;42.45;37.795;1551;172.5;640;1.65
Sankt Michael in Obersteiermark;3032;212;1136;46.03;40.723;1460;75.2;593;1.48
Brixlegg;3043;311;2047;43.14;41.583;1602;233.6;572;1.57
St. Leonhard am Forst;3052;287;843;43.56;37.435;1529;43.3;662;1.66
Elixhausen;3052;285;1085;43.66;45.340;1539;552.8;638;1.59
Bruckneudorf;3053;168;1073;42.1;43.700;1658;128.8;607;1.54
Münchendorf;3080;282;1170;42.53;50.888;1535;234.6;630;1.64
Oberperfuss;3082;239;509;41.46;41.691;1672;324.2;648;1.64
Aurolzmünster;3084;208;1675;42.27;38.818;1641;40.3;655;1.6
St. Ulrich bei Steyr;3084;289;974;45;48.266;1495;190.4;712;1.64
Wallern an der Trattnach;3085;293;1479;43.51;44.754;1572;109.1;658;1.67
Faistenau;3085;280;685;41.23;41.499;1696;160.4;639;1.63
Königswiesen;3088;293;960;41.53;38.144;1664;30.5;692;1.83
Munderfing;3092;216;2088;42.02;40.343;1656;71.6;624;1.6
Ennsdorf;3094;176;1298;41.05;40.753;1613;114;602;1.69
Fließ;3094;188;658;40.27;36.563;1520;123.1;675;1.68
Thiersee;3097;280;983;42.49;38.999;1531;164.5;646;1.74
Markt Piesting;3106;231;1056;43.06;42.912;1504;101.5;619;1.66
Göllersdorf;3112;251;1031;44.65;42.352;1506;56;632;1.63
Kaprun;3112;412;2543;44.71;39.048;1588;395;598;1.51
Sankt Martin im Sulmtal;3112;258;1007;46.15;40.648;1545;25.3;658;1.53
Deutschkreutz;3114;281;968;47.43;42.199;1390;45.4;728;1.5
Wagrain;3116;424;1916;43.17;37.996;1563;246.7;644;1.6
Köttmannsdorf;3117;234;566;45.02;40.917;1475;63;656;1.56
Gröbming;3117;309;1622;43.04;36.305;1551;86.6;511;1.57
Siegendorf;3118;291;1547;44.93;43.829;1437;88.5;704;1.53
Klaus;3119;262;2219;41.89;44.492;1599;527.4;634;1.76
Altlengbach;3121;281;1045;43.18;42.944;1522;74.4;571;1.57
Tragwein;3131;278;1106;41.99;40.634;1684;66.1;691;1.73
